LAB;EXP;Date of PCR;Plate ID;Experimental Unit LAB;Experimental Unit BRI;Animal ID;CT Gene of Interest;CT Control Gene I;CT Control Gene II;Band Density Gene of Interest;Band Density Control Gene;Exclude?;Experimental Group;Group;Efficiency of primer pair of interest;Efficiency of primer pair of control I;Efficiency of primer pair of control II
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,23;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,38;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,34;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,15;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,32;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;28,94;;;;;Tratado;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP1;;22,21;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP2;;22,96;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP3;;22,96;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP1;8,32;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP2;10,11;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP3;10,11;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP1;;28,16;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP2;;28,09;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP3;;28,21;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP1;15,05;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP2;14,78;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;1;A1 RP3;15,49;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP1;;27,55;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP2;;27,54;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP3;;27,72;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP1;13,48;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP2;13,47;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP3;14,32;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP1;;31,98;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP2;;31,56;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP3;;32,19;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP1;22,87;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP2;22,85;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;2;A2 RP3;22,57;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP1;;24,77;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP2;;24,72;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP3;;24,74;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP1;10,67;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP2;10,69;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP3;10,36;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP1;;24,51;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP2;;24,17;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP3;;24,38;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP1;9,02;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP2;9,41;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;3;A3 RP3;9,84;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;4;A4 RP1;;22,4;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;4;A4 RP2;;22,84;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;4;A4 RP3;;22,26;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;4;A4 RP1;8,08;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;4;A4 RP2;8,08;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;4;A4 RP3;8,77;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/10/22;IBR 25-10-22 placa 1;;4;A4 RP1;;24,62;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/10/22;IBR 25-10-22 placa 1;;4;A4 RP2;;23,43;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/10/22;IBR 25-10-22 placa 1;;4;A4 RP3;;23,35;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/10/22;IBR 25-10-22 placa 1;;4;A4 RP1;7,52;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/10/22;IBR 25-10-22 placa 1;;4;A4 RP2;7,44;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/10/22;IBR 25-10-22 placa 1;;4;A4 RP3;Undetermined;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP1;;26,02;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP2;;26,28;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP3;;26,25;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP1;9,88;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP2;10,16;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP3;10,56;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP1;;21,82;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP2;;21,9;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP3;;21,76;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP1;7,4;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP2;7,49;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;5;A5 RP3;8,83;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP1;;Undetermined;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP2;;26,15;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP3;;25,75;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP1;9,98;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP2;9,96;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP3;10,21;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP1;;25,57;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP2;;26,17;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP3;;26,42;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP1;9,55;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP2;9,56;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;25/09/22;IBR 25-10-22 placa 1;;6;A6 RP3;11,92;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP1;10,24;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP2;10,8;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP3;10,36;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP1;;24,15;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP2;;23,95;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP3;;24,59;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP1;7,01;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP2;6,78;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP3;6,34;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP1;;22,56;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP2;;22,5;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;1;A1 RP3;;Undetermined;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP1;8,29;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP2;9,08;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP3;8,56;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP1;;23,52;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP2;;23,38;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP3;;23,72;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP1;23,23;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP2;23,38;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP3;23,15;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP1;;34,53;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP2;;32,94;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;2;A2 RP3;;24,97;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP1;8,17;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP2;8,44;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP3;9,34;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP1;;24,08;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP2;;23,88;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP3;;24,63;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP1;10,92;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP2;10,94;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP3;10,47;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP1;;24,42;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP2;;24,41;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;3;A3 RP3;;Undetermined;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP1;12,12;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP2;11,44;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP3;11,84;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP1;;26,37;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP2;;26,76;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP3;;26,49;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP1;9,37;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP2;10,12;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP3;9,25;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP1;;23,46;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP2;;23,05;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;4;A4 RP3;;23,21;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP1;7,56;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP2;7,26;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP3;6,8;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP1;;21,4;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP2;;21,29;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP3;;21,29;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP1;8,05;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP2;7,57;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP3;7,94;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP1;;21,69;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP2;;21,37;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;5;A5 RP3;;21,9;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP1;8,06;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP2;7,05;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP3;6,96;;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP1;;21,12;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP2;;20,53;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP3;;21,11;;;;;IBR CONTROL;Group1;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP1;9,65;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP2;7,44;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP3;8,04;;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP1;;22,38;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP2;;22,44;;;;;IBR TREATED;Group2;;;
LAB55;PCR40;28/09/22;IBR 28-10-22 placa 2;;6;A6 RP3;;23,96;;;;;IBR TREATED;Group2;;;
LAB56;PCR139;15/12/22;;C1;1;;32,36;17,71;;;;;Control;;;;
LAB56;PCR139;15/12/22;;C1;1;;31,05;17,38;;;;;Control;;;;
LAB56;PCR139;15/12/22;;C2;1;;31,68;16,81;;;;;Control;;;;
LAB56;PCR139;15/12/22;;C2;1;;30,99;16,86;;;;;Control;;;;
LAB56;PCR139;15/12/22;;C3;1;;31,42;16,34;;;;;Control;;;;
LAB56;PCR139;15/12/22;;C3;1;;31,02;16,25;;;;;Control;;;;
LAB56;PCR139;15/12/22;;T1;1;;31,27;18,99;;;;;Treated;Group2;;;
LAB56;PCR139;15/12/22;;T1;1;;30,7;19,06;;;;;Treated;Group2;;;
LAB56;PCR139;15/12/22;;T2;1;;31,16;16,94;;;;;Treated;Group2;;;
LAB56;PCR139;15/12/22;;T2;1;;30,8;16,97;;;;;Treated;Group2;;;
LAB56;PCR139;15/12/22;;T3;1;;31,61;16,24;;;;;Treated;Group2;;;
LAB56;PCR139;15/12/22;;T3;1;;31,93;16,46;;;;;Treated;Group2;;;
LAB56;PCR139;15/12/22;;D1;1;;31,97;20,82;;;;;DMSO;Group1;;;
LAB56;PCR139;15/12/22;;D1;1;;31,11;20,7;;;;;DMSO;Group1;;;
LAB56;PCR139;15/12/22;;D2;1;;31,19;22,42;;;;;DMSO;Group1;;;
LAB56;PCR139;15/12/22;;D2;1;;31,14;22,21;;;;;DMSO;Group1;;;
LAB56;PCR139;15/12/22;;D3;1;;30,85;22,24;;;;;DMSO;Group1;;;
LAB56;PCR139;15/12/22;;D3;1;;31,26;22,21;;;;;DMSO;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C1;1;;;28,48;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C1;1;;;28,23;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C1;1;;;28,32;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C2;1;;;30,62;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C2;1;;;28,71;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C2;1;;;28,18;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPGH-C3;1;;;26,85;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPGH-C3;1;;;26,47;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPGH-C3;1;;;26,84;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T1;1;;;25,93;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T1;1;;;24,72;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T1;1;;;22,89;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T2;1;;;25,68;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T2;1;;;25,39;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T2;1;;;23,93;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T3;1;;;26,59;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T3;1;;;25,63;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T3;1;;;25,75;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C1;1;;Undetermined;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C1;1;;35,5;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C1;1;;29,2;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C2;1;;Undetermined;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C2;1;;37,86;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-C2;1;;35,53;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPGH-C3;1;;35,66;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPGH-C3;1;;35,01;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPGH-C3;1;;35,97;;;;;;Control;Group1;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T1;1;;37,98;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T1;1;;38,03;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T1;1;;27,23;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T2;1;;Undetermined;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T2;1;;35,3;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T2;1;;35,58;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T3;1;;No amplification;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T3;1;;No amplification;;;;;;Treated;Group2;;;
LAB56;PCR158;05/06/23;;HepG2 GAPDH-T3;1;;No amplification;;;;;;Treated;Group2;;;
LAB56;PCR175;12/12/22;;C1;1;;32,45;16,54;;;;;Control;;;;
LAB56;PCR175;12/12/22;;C1;1;;33,06;14,93;;;;;Control;;;;
LAB56;PCR175;12/12/22;;C2;1;;32,2;13,23;;;;;Control;;;;
LAB56;PCR175;12/12/22;;C2;1;;31,92;13,19;;;;;Control;;;;
LAB56;PCR175;12/12/22;;C3;1;;32,13;15,39;;;;;Control;;;;
LAB56;PCR175;12/12/22;;C3;1;;32,17;15,28;;;;;Control;;;;
LAB56;PCR175;12/12/22;;E1;1;;31,38;14,09;;;;;Ethanol;Group1;;;
LAB56;PCR175;12/12/22;;E1;1;;31,54;14,02;;;;;Ethanol;Group1;;;
LAB56;PCR175;12/12/22;;E2;1;;31,28;14,74;;;;;Ethanol;Group1;;;
LAB56;PCR175;12/12/22;;E2;1;;31,16;14,8;;;;;Ethanol;Group1;;;
LAB56;PCR175;12/12/22;;E3;1;;32,77;14,79;;;;;Ethanol;Group1;;;
LAB56;PCR175;12/12/22;;E3;1;;33,24;14,93;;;;;Ethanol;Group1;;;
LAB56;PCR175;12/12/22;;AG1;1;;30,95;18,27;;;;;Treated;Group2;;;
LAB56;PCR175;12/12/22;;AG1;1;;30,45;17,39;;;;;Treated;Group2;;;
LAB56;PCR175;12/12/22;;AG2;1;;29,87;16,8;;;;;Treated;Group2;;;
LAB56;PCR175;12/12/22;;AG2;1;;29,98;16,78;;;;;Treated;Group2;;;
LAB56;PCR175;12/12/22;;AG3;1;;29,73;17;;;;;Treated;Group2;;;
LAB56;PCR175;12/12/22;;AG3;1;;30,28;16,66;;;;;Treated;Group2;;;
LAB56;PCR16;04/09/22;;C1;1;;16,48;19,38;;;;;Control;Group1;;;
LAB56;PCR16;04/09/22;;C1;1;;16,48;19,38;;;;;Control;Group1;;;
LAB56;PCR16;04/09/22;;C2;1;;15,98;18,45;;;;;Control;Group1;;;
LAB56;PCR16;04/09/22;;C2;1;;15,98;18,45;;;;;Control;Group1;;;
LAB56;PCR16;04/09/22;;C3;1;;15,79;18,35;;;;;Control;Group1;;;
LAB56;PCR16;04/09/22;;C3;1;;15,79;18,35;;;;;Control;Group1;;;
LAB56;PCR16;04/09/22;;T1;1;;16,03;18,4;;;;;Treated;Group2;;;
LAB56;PCR16;04/09/22;;T1;1;;16,03;18,4;;;;;Treated;Group2;;;
LAB56;PCR16;04/09/22;;T2;1;;15,97;18,27;;;;;Treated;Group2;;;
LAB56;PCR16;04/09/22;;T2;1;;15,97;18,27;;;;;Treated;Group2;;;
LAB56;PCR16;04/09/22;;T3;1;;16,47;18,91;;;;;Treated;Group2;;;
